province,year,month,n_events_mm,onset_mm,n_events_acled,onset_acled,source
Golestan,2020,3,0.0,0.0,0.0,0.0,MM+ACLED
Golestan,2020,4,0.0,0.0,1.0,1.0,MM+ACLED
Golestan,2020,5,0.0,0.0,1.0,0.0,MM+ACLED
Golestan,2020,6,0.0,0.0,0.0,0.0,MM+ACLED
Golestan,2020,7,0.0,0.0,1.0,0.0,MM+ACLED
Golestan,2020,8,0.0,0.0,0.0,0.0,MM+ACLED
Golestan,2020,9,0.0,0.0,0.0,0.0,MM+ACLED
Golestan,2020,10,0.0,0.0,3.0,1.0,MM+ACLED
Golestan,2020,11,0.0,0.0,1.0,0.0,MM+ACLED
Golestan,2020,12,0.0,0.0,1.0,0.0,MM+ACLED
Golestan,2021,1,,,0.0,0.0,ACLED
Golestan,2021,2,,,1.0,0.0,ACLED
Golestan,2021,3,,,2.0,0.0,ACLED
Golestan,2021,4,,,2.0,0.0,ACLED
Golestan,2021,5,,,3.0,0.0,ACLED
Golestan,2021,6,,,0.0,0.0,ACLED
Golestan,2021,7,,,8.0,0.0,ACLED
Golestan,2021,8,,,1.0,0.0,ACLED
Golestan,2021,9,,,1.0,0.0,ACLED
Golestan,2021,10,,,1.0,0.0,ACLED
Golestan,2021,11,,,5.0,0.0,ACLED
Golestan,2021,12,,,8.0,0.0,ACLED
Golestan,2022,1,,,5.0,0.0,ACLED
Golestan,2022,2,,,3.0,0.0,ACLED
Golestan,2022,3,,,3.0,0.0,ACLED
Golestan,2022,4,,,1.0,0.0,ACLED
Golestan,2022,5,,,0.0,0.0,ACLED
Golestan,2022,6,,,0.0,0.0,ACLED
Golestan,2022,7,,,0.0,0.0,ACLED
Golestan,2022,8,,,0.0,0.0,ACLED
Golestan,2022,9,,,3.0,1.0,ACLED
Golestan,2022,10,,,3.0,0.0,ACLED
Golestan,2022,11,,,2.0,0.0,ACLED
Golestan,2022,12,,,5.0,0.0,ACLED
Hamedan,2005,1,0.0,0.0,,,MM
Hamedan,2005,2,0.0,0.0,,,MM
Hamedan,2005,3,0.0,0.0,,,MM
Hamedan,2005,4,0.0,0.0,,,MM
Hamedan,2005,5,0.0,0.0,,,MM
Hamedan,2005,6,0.0,0.0,,,MM
Hamedan,2005,7,0.0,0.0,,,MM
Hamedan,2005,8,0.0,0.0,,,MM
Hamedan,2005,9,0.0,0.0,,,MM
Hamedan,2005,10,0.0,0.0,,,MM
Hamedan,2005,11,0.0,0.0,,,MM
Hamedan,2005,12,0.0,0.0,,,MM
Hamedan,2006,1,0.0,0.0,,,MM
Hamedan,2006,2,0.0,0.0,,,MM
Hamedan,2006,3,0.0,0.0,,,MM
Hamedan,2006,4,0.0,0.0,,,MM
Hamedan,2006,5,0.0,0.0,,,MM
Hamedan,2006,6,0.0,0.0,,,MM
Hamedan,2006,7,0.0,0.0,,,MM
Hamedan,2006,8,0.0,0.0,,,MM
Hamedan,2006,9,0.0,0.0,,,MM
Hamedan,2006,10,0.0,0.0,,,MM
Hamedan,2006,11,0.0,0.0,,,MM
Hamedan,2006,12,0.0,0.0,,,MM
Hamedan,2007,1,0.0,0.0,,,MM
Hamedan,2007,2,0.0,0.0,,,MM
Hamedan,2007,3,0.0,0.0,,,MM
Hamedan,2007,4,0.0,0.0,,,MM
Hamedan,2007,5,0.0,0.0,,,MM
Hamedan,2007,6,0.0,0.0,,,MM
Hamedan,2007,7,0.0,0.0,,,MM
Hamedan,2007,8,0.0,0.0,,,MM
Hamedan,2007,9,0.0,0.0,,,MM
Hamedan,2007,10,0.0,0.0,,,MM
Hamedan,2007,11,0.0,0.0,,,MM
Hamedan,2007,12,0.0,0.0,,,MM
Hamedan,2008,1,0.0,0.0,,,MM
Hamedan,2008,2,0.0,0.0,,,MM
Hamedan,2008,3,0.0,0.0,,,MM
Hamedan,2008,4,0.0,0.0,,,MM
Hamedan,2008,5,0.0,0.0,,,MM
Hamedan,2008,6,0.0,0.0,,,MM
Hamedan,2008,7,0.0,0.0,,,MM
Hamedan,2008,8,0.0,0.0,,,MM
Hamedan,2008,9,0.0,0.0,,,MM
Hamedan,2008,10,1.0,1.0,,,MM
Hamedan,2008,11,0.0,0.0,,,MM
Hamedan,2008,12,0.0,0.0,,,MM
Hamedan,2009,1,0.0,0.0,,,MM
Hamedan,2009,2,0.0,0.0,,,MM
Hamedan,2009,3,0.0,0.0,,,MM
Hamedan,2009,4,0.0,0.0,,,MM
Hamedan,2009,5,0.0,0.0,,,MM
Hamedan,2009,6,0.0,0.0,,,MM
Hamedan,2009,7,0.0,0.0,,,MM
Hamedan,2009,8,0.0,0.0,,,MM
Hamedan,2009,9,1.0,1.0,,,MM
Hamedan,2009,10,0.0,0.0,,,MM
Hamedan,2009,11,0.0,0.0,,,MM
