province;year;month;n_events_mm;onset_mm;n_events_acled;onset_acled;source;price_usd_2015;benchmark_2015_adj;bmgap2015adj;price_growth_3m;fuel_dependency_hbsir;subsidy_x_fueldep_hbsir;onset;time_id;brent_shock;unemployment_rate;inflation_rate;s_t;s_dummy;brent_x_fueldep;bmgap_c;fueldep_c;subsidy_x_fueldep_c;brent_x_fueldep_c;urbanization_cluster
Ardabil;2006;8;0;0;NA;NA;MM;0.1029827382;0.8474575319;-0.7444747936;-0.009098611565;0.07634631473204526;-0.05683790690226003;0;200608;94.758.567.821.067.800;11. Jan;100.158.982.511.924;0.42925078373107;0;0.7234467442425104;-0.30462593010723954;-0.14759929182560916;0.04496257155554607;-13.986.297.504.798.500;3
Ardabil;2006;9;0;0;NA;NA;MM;0.1026433887;0.6546008823;-0.5519574936;-0.009742444908;0.07634631473204526;-0.04213992052509646;0;200609;-25.665.862.820.754.000;11. Jan;100.158.982.511.924;0.42925078373107;0;-0.19594940407827882;-0.11210863010723954;-0.14759929182560916;0.016547154411367723;0.37882631764365304;3
Ardabil;2006;10;0;0;NA;NA;MM;0.1022447261;0.5838351267;-0.4815904007;-0.008408171601;0.07634631473204526;-0.03676765230377398;0;200610;-663.784.169.333.082;11. Jan;100.158.982.511.924;0.396776235844336;0;-0.506774751060527;-0.0417415372072395;-0.14759929182560916;0.006161021331500866;0.9797407331861314;3
Ardabil;2006;11;0;0;NA;NA;MM;0.1021168417;0.5569473694;-0.4548305277;-0.006595619449;0.07634631473204526;-0.03472463461752643;0;200611;-5.623.794.074.283.200;11. Jan;100.158.982.511.924;0.396776235844336;0;-0.4293559523834366;-0.014981664207239509;-0.14759929182560916;0.002211283027357628;0.8300680227372581;3
Ardabil;2006;12;0;0;NA;NA;MM;0.101966392;0.6326470673;-0.5306806753;-0.005926455801;0.07634631473204526;-0.04051551385866811;0;200612;-2.206.347.902.034.400;11. Jan;100.158.982.511.924;0.396776235844336;0;-0.16844653133710621;-0.09083181180723948;-0.14759929182560916;0.013406711097985552;0.3256553878611962;3
Ardabil;2007;1;0;0;NA;NA;MM;0.1016387772;0.6261062074;-0.5244674302;-0.008083482585;0.10827241086565131;-0.05678535308826669;0;200701;-11.465.057.175.217.300;11. Aug;173.410.404.624.277;0.440199568783798;0;-1.241.349.381.073.310;-0.0846185667072395;-0.1156731956920031;0.009788100025903333;13.261.998.022.489.200;3
Ardabil;2007;2;0;0;NA;NA;MM;0.101291382;0.5577368006;-0.4564454186;-0.008792651811;0.10827241086565131;-0.0494204459004034;0;200702;-6.815.378.812.644.250;11. Aug;173.410.404.624.277;0.440199568783798;0;-0.7379174950076736;-0.016596555107239508;-0.1156731956920031;0.001919776566732829;0.7883566471101306;3
Ardabil;2007;3;0;0;NA;NA;MM;0.101069837;0.6931433235;-0.5920734865;-0.007530657298;0.10827241086565131;-0.06410522379298667;0;200703;-20.995.295.303.476.000;11. Aug;173.410.404.624.277;0.440199568783798;0;-0.22732112393436357;-0.15222462300723955;-0.1156731956920031;0.017608308606257818;0.2428592902250376;3
Ardabil;2007;4;0;0;NA;NA;MM;0.1008733704;0.7285525462;-0.6276791758;-0.006795348466;0.10827241086565131;-0.06796033761403097;0;200704;33.369.994.031.521.400;11. Aug;173.410.404.624.277;0.254304649286728;0;0.36130497043652265;-0.1878303123072395;-0.1156731956920031;0.021726932472405373;-0.38600138498491604;3
Ardabil;2007;5;0;0;NA;NA;MM;0.1006030717;0.7762080925;-0.6756050207;-0.007859805749;0.10827241086565131;-0.07314938438412726;0;200705;3.294.666.867.266.980;11. Aug;173.410.404.624.277;0.254304649286728;0;0.3567215247181791;-0.23575615720723947;-0.1156731956920031;0.027270668108227657;-0.3811046452773325;3
Ardabil;2007;6;0;0;NA;NA;MM;0.1002754477;0.7828100586;-0.6825346109;0.2385529604;0.10827241086565131;-0.07389966782139225;0;200706;7.341.832.075.247.400;11. Aug;173.410.404.624.277;0.254304649286728;0;0.7949178589578043;-0.24268574740723953;-0.1156731956920031;0.028072235951497652;-0.8492531783779181;3
Ardabil;2007;7;0;0;NA;NA;MM;0.1249370115;0.7665590146;-0.6416220031;0.2376787781;0.10827241086565131;-0.0694699611400854;0;200707;13.018.634.023.299.300;11. Aug;173.410.404.624.277;0.350659151017574;0;14.095.588.918.802.100;-0.20177313960723947;-0.1156731956920031;0.023339743863178074;-1.505.907.001.019.670;3
Ardabil;2007;8;0;0;NA;NA;MM;0.1245142869;0.7149829655;-0.5904686786;0.236968801;0.10827241086565131;-0.06393146737267741;0;200708;6.578.194.064.707.210;11. Aug;173.410.404.624.277;0.350659151017574;0;0.7122369305279689;-0.15061981510723949;-0.1156731956920031;0.01742267534799304;-0.7609207293468514;3
Ardabil;2007;9;0;0;NA;NA;MM;0.1240376003;0.7387557147;-0.6147181144;-0.01035610568;0.10827241086565131;-0.06655701224887525;0;200709;13.196.279.495.675.900;11. Aug;173.410.404.624.277;0.350659151017574;0;14.287.929.954.537.900;-0.17486925090723954;-0.1156731956920031;0.02022768508070711;-15.264.558.205.096.900;3
Ardabil;2007;10;0;0;NA;NA;MM;0.1236431506;0.7179919636;-0.594348813;-0.006997159431;0.10827241086565131;-0.06435157887864816;0;200710;17.095.239.395.425.300;11. Aug;173.410.404.624.277;0.42178210744519;0;18.509.427.836.681.500;-0.1544999495072395;-0.1156731956920031;0.01787150289375551;-19.774.609.719.886.700;3
Ardabil;2007;11;0;0;NA;NA;MM;0.1236430406;0.82017847;-0.6965354294;-0.01285887595;0.10827241086565131;-0.07541557019447967;0;200711;25.125.206.927.892.800;11. Aug;173.410.404.624.277;0.42178210744519;0;2.720.366.727.581.320;-0.25668656590723954;-0.1156731956920031;0.02969175536969637;-2.906.312.977.772.220;3
Ardabil;2007;12;0;0;NA;NA;MM;0.1224426162;0.7878570603;-0.6654144441;-0.003209110056;0.10827241086565131;-0.07204602608753416;0;200712;20.833.353.145.710.100;11. Aug;173.410.404.624.277;0.42178210744519;0;2.255.677.371.501.530;-0.22556558060723947;-0.1156731956920031;0.02609189154696151;-2.409.860.535.344.330;3
Ardabil;2008;1;0;0;NA;NA;MM;0.1232463662;0.8687102339;-0.7454638677;-0.008487575292;0.10661426694826556;-0.07947708379125432;0;200801;19.713.378.208.366.700;09. Sep;254.105.090.311.987;0.218657321703917;0;2.101.727.366.758.930;-0.30561500420723947;-0.11733133960938885;0.03585821784836442;-2.312.997.073.414.200;3
Ardabil;2008;2;0;0;NA;NA;MM;0.122593611;0.7711874975;-0.6485938866;0.02923767143;0.10661426694826556;-0.06914936176698548;0;200802;19.313.727.414.715.900;09. Sep;254.105.090.311.987;0.218657321703917;0;2.059.118.890.358.560;-0.20874502310723947;-0.11733133960938885;0.024492333197965236;-22.661.055.104.192.000;3
Ardabil;2008;3;0;0;NA;NA;MM;0.1260225532;0.8591535635;-0.7331310103;0.02379023603;0.10661426694826556;-0.07816222524017584;0;200803;24.843.501.537.522.900;09. Sep;254.105.090.311.987;0.218657321703917;0;26.486.717.048.511.200;-0.2932821468072396;-0.11733133960938885;0.034411187168410864;-2.914.921.315.985.480;3
Ardabil;2008;4;0;0;NA;NA;MM;0.1261784263;0.8390896044;-0.712911178;0.008407961722;0.10661426694826556;-0.07600650264169447;0;200804;2.681.394.471.934.110;09. Sep;254.105.090.311.987;0.247269960890033;0;2.858.749.060.243.870;-0.27306231450723956;-0.11733133960938885;0.03203876715797467;-31.461.160.541.323.900;3
Ardabil;2008;5;0;0;NA;NA;MM;0.1236243734;0.9330641087;-0.8094397354;-0.02661311512;0.10661426694826556;-0.08629782402846904;0;200805;3.707.425.942.656.370;09. Sep;254.105.090.311.987;0.247269960890033;0;3.952.644.991.412.920;-0.36959087190723955;-0.11733133960938885;0.043364592108278456;-434.997.252.354.474;3
Ardabil;2008;6;0;0;NA;NA;MM;0.1226687005;1.073.304.617;-0.9506359167;-0.02389548242;0.10661426694826556;-0.10135135139366294;0;200806;4.196.742.501.097.930;09. Sep;254.105.090.311.987;0.247269960890033;0;44.743.262.532.518.700;-0.5107870532072396;-0.11733133960938885;0.0599313292079376;-492.409.419.649.478;3
Ardabil;2008;7;0;0;NA;NA;MM;0.1231633319;110.257.071;-0.9794073778;-0.03710400289;0.10661426694826556;-0.10441879962786998;0;200807;3.725.683.698.789.130;09. Sep;254.105.090.311.987;0.377095650930776;0;3.972.110.364.275.060;-0.5395585143072394;-0.11733133960938885;0.06330712328132;-4.371.394.593.397.910;3
Ardabil;2008;8;0;0;NA;NA;MM;0.1190374142;0.9987976461;-0.8797602318;-0.04977669237;0.10661426694826556;-0.0937949922035932;0;200808;1.313.297.335.152.770;09. Sep;254.105.090.311.987;0.377095650930776;0;14.001.623.267.242.300;-0.4399113683072395;-0.11733133960938885;0.05161539015288766;-15.409.093.563.891.500;3
Ardabil;2008;9;0;0;NA;NA;MM;0.1165626583;0.9545492516;-0.8379865933;-0.07375459908;0.10661426694826556;-0.08934132635715385;0;200809;-6.415.803.391.053.370;09. Sep;254.105.090.311.987;0.377095650930776;0;-0.6840161754213517;-0.39813772980723955;-0.11733133960938885;0.046714033187324325;0.752774806542752;3
