province,year,month,n_events_mm,onset_mm,n_events_acled,onset_acled,source,price_usd_2015,benchmark_2015_adj,bmgap2015adj,price_growth_3m,fueldep_invariant,subsidy_x_fueldep_invariant
Ardabil,2005,1,0,0,NA,NA,MM,0.1113983297,0.4625721632,-0.3511738335,NA,0.14179798057686688,-0.04979574042173688
Ardabil,2005,2,0,0,NA,NA,MM,0.1108054671,0.5159433613,-0.4051378943,NA,0.14179798057686688,-0.05744773526690415
Ardabil,2005,3,0,0,NA,NA,MM,0.1102934719,0.5044811909,-0.394187719,-0.01354422363,0.14179798057686688,-0.05589502252240146
Ardabil,2005,4,0,0,NA,NA,MM,0.1098895258,0.6175289539,-0.5076394281,-0.01414247788,0.14179798057686688,-0.07198224576577561
Ardabil,2005,5,0,0,NA,NA,MM,0.1092384032,0.5523213779,-0.4430829746,-0.0153348501,0.14179798057686688,-0.0628282710262712
Ardabil,2005,6,0,0,NA,NA,MM,0.1086021381,0.5752802594,-0.4666781213,-0.01486671164,0.14179798057686688,-0.06617401517974612
Ardabil,2005,7,0,0,NA,NA,MM,0.1082558299,0.60061404920000006,-0.4923582193,-0.01072681176,0.14179798057686688,-0.06981540121716216
Ardabil,2005,8,0,0,NA,NA,MM,0.1080666234,0.6360911141,-0.5280244907,-0.008261303891,0.14179798057686688,-0.07487280647638862
Ardabil,2005,9,0,0,NA,NA,MM,0.1077049428,1.026718397,-0.9190134541,-0.0116957483,0.14179798057686688,-0.13031425191435114
Ardabil,2005,10,0,0,NA,NA,MM,0.1069896969,0.7593737557,-0.6523840587,-0.01457069295,0.14179798057686688,-0.09250674208420019
Ardabil,2005,11,0,0,NA,NA,MM,0.1064920178,0.5861320925,-0.4796400747,-0.01426726194,0.14179798057686688,-0.06801199399619758
Ardabil,2005,12,0,0,NA,NA,MM,0.1061682882,0.5914646778,-0.4852963896,-0.01137194449,0.14179798057686688,-0.06881404802652442
Ardabil,2006,1,0,0,NA,NA,MM,0.105773016,0.6642466696,-0.5584736536,-0.01090493959,0.14179798057686688,-0.07919043628586468
Ardabil,2006,2,0,0,NA,NA,MM,0.1053307288,0.6142799914,-0.5089492625,-0.01296969589,0.14179798057686688,-0.07216797763858573
Ardabil,2006,3,0,0,NA,NA,MM,0.1047913178,0.6077752943,-0.5029839766,-0.01275345894,0.14179798057686688,-0.07132211214440207
Ardabil,2006,4,0,0,NA,NA,MM,0.1044240442,0.7109336431,-0.6065095989,-0.0123407696,0.14179798057686688,-0.08600183632450552
Ardabil,2006,5,0,0,NA,NA,MM,0.1040308666,0.7821085515,-0.678077685,-0.01150325648,0.14179798057686688,-0.09615004640723686
Ardabil,2006,6,0,0,NA,NA,MM,0.1035858764,0.7512764204,-0.6476905441,-0.01123691879,0.14179798057686688,-0.09184121119211215
Ardabil,2006,7,0,0,NA,NA,MM,0.1032506397,0.8026158657,-0.699365226,-0.01007516683,0.14179798057686688,-0.09916857673248411
Ardabil,2006,8,0,0,NA,NA,MM,0.1029827382,0.8474575319,-0.7444747936,-0.009098611565,0.14179798057686688,-0.10556502232285978
Ardabil,2006,9,0,0,NA,NA,MM,0.1026433887,0.6546008823,-0.5519574936,-0.009742444908,0.14179798057686688,-0.07826645795674893
Ardabil,2006,10,0,0,NA,NA,MM,0.1022447261,0.5838351267,-0.4815904007,-0.008408171601,0.14179798057686688,-0.06828854628446414
Ardabil,2006,11,0,0,NA,NA,MM,0.1021168417,0.5569473694,-0.4548305277,-0.006595619449,0.14179798057686688,-0.0644940503325707
Ardabil,2006,12,0,0,NA,NA,MM,0.101966392,0.6326470673,-0.5306806753,-0.005926455801,0.14179798057686688,-0.075249448088708
Ardabil,2007,1,0,0,NA,NA,MM,0.1016387772,0.6261062074,-0.5244674302,-0.008083482585,0.14179798057686688,-0.07436842248069889
Ardabil,2007,2,0,0,NA,NA,MM,0.101291382,0.5577368006,-0.4564454186,-0.008792651811,0.14179798057686688,-0.06472303860104267
Ardabil,2007,3,0,0,NA,NA,MM,0.101069837,0.6931433235,-0.5920734865,-0.007530657298,0.14179798057686688,-0.08395482473880486
Ardabil,2007,4,0,0,NA,NA,MM,0.1008733704,0.7285525462,-0.6276791758,-0.006795348466,0.14179798057686688,-0.08900363957859221
Ardabil,2007,5,0,0,NA,NA,MM,0.1006030717,0.7762080925,-0.6756050207,-0.007859805749,0.14179798057686688,-0.09579942760285234
Ardabil,2007,6,0,0,NA,NA,MM,0.1002754477,0.7828100586,-0.6825346109,0.2385529604,0.14179798057686688,-0.0967820294994376
Ardabil,2007,7,0,0,NA,NA,MM,0.1249370115,0.7665590146,-0.6416220031,0.2376787781,0.14179798057686688,-0.09098070433326422
Ardabil,2007,8,0,0,NA,NA,MM,0.1245142869,0.7149829655,-0.5904686786,0.236968801,0.14179798057686688,-0.08372726621937104
Ardabil,2007,9,0,0,NA,NA,MM,0.1240376003,0.7387557147,-0.6147181144,-0.01035610568,0.14179798057686688,-0.08716578724593943
Ardabil,2007,10,0,0,NA,NA,MM,0.1236431506,0.7179919636,-0.594348813,-0.006997159431,0.14179798057686688,-0.08427746144165787
Ardabil,2007,11,0,0,NA,NA,MM,0.1236430406,0.82017847,-0.6965354294,-0.01285887595,0.14179798057686688,-0.09876731728916083
Ardabil,2007,12,0,0,NA,NA,MM,0.1224426162,0.7878570603,-0.6654144441,-0.003209110056,0.14179798057686688,-0.09435442442005847
Ardabil,2008,1,0,0,NA,NA,MM,0.1232463662,0.8687102339,-0.7454638677,-0.008487575292,0.14179798057686688,-0.10570527103288065
Ardabil,2008,2,0,0,NA,NA,MM,0.122593611,0.7711874975,-0.6485938866,0.02923767143,0.14179798057686688,-0.09196930333438139
Ardabil,2008,3,0,0,NA,NA,MM,0.1260225532,0.8591535635,-0.7331310103,0.02379023603,0.14179798057686688,-0.1039564967588182
Ardabil,2008,4,0,0,NA,NA,MM,0.1261784263,0.8390896044,-0.712911178,0.008407961722,0.14179798057686688,-0.1010893653710753
Ardabil,2008,5,0,0,NA,NA,MM,0.1236243734,0.9330641087,-0.8094397354,-0.02661311512,0.14179798057686688,-0.11477691987839347
Ardabil,2008,6,0,0,NA,NA,MM,0.1226687005,1.073304617,-0.9506359167,-0.02389548242,0.14179798057686688,-0.13479825325189865
Ardabil,2008,7,0,0,NA,NA,MM,0.1231633319,1.10257071,-0.9794073778,-0.03710400289,0.14179798057686688,-0.1388779883341245
Ardabil,2008,8,0,0,NA,NA,MM,0.1190374142,0.9987976461,-0.8797602318,-0.04977669237,0.14179798057686688,-0.12474822426107629
Ardabil,2008,9,0,0,NA,NA,MM,0.1165626583,0.9545492516,-0.8379865933,-0.07375459908,0.14179798057686688,-0.11882480668042825
Ardabil,2008,10,1,1,NA,NA,MM,0.1140794698,0.8243426505,-0.7102631808,-0.03920290288,0.14179798057686688,-0.10071388471554207
Ardabil,2008,11,0,0,NA,NA,MM,0.1143708021,0.5198168304,-0.4054460283,-0.02284812579,0.14179798057686688,-0.057491428045851216
Ardabil,2008,12,0,0,NA,NA,MM,0.11389942,0.4376741239,-0.3237747039,-3.501255122e-4,0.14179798057686688,-0.04591059917489303
Ardabil,2009,1,0,0,NA,NA,MM,0.1140395276,0.4150275789,-0.3009880513,0.02830460878,0.14179798057686688,-0.04267949785210641
Ardabil,2009,2,0,0,NA,NA,MM,0.1176080229,0.4591671255,-0.3415591026,-0.005795812906,0.14179798057686688,-0.04843239099632688
Ardabil,2009,3,0,0,NA,NA,MM,0.1132392803,0.4578165539,-0.3445772736,-0.01685920671,0.14179798057686688,-0.04886036154916255
Ardabil,2009,4,0,0,NA,NA,MM,0.1121169117,0.4771590804,-0.3650421687,-0.02808068227,0.14179798057686688,-0.051762242347059964
Ardabil,2009,5,0,0,NA,NA,MM,0.1143055093,0.5234406477,-0.4091351384,0.007388333701,0.14179798057686688,-0.05801453640815694
Ardabil,2009,6,0,0,NA,NA,MM,0.1140759299,0.6509820691,-0.5369061392,0.001146125872,0.14179798057686688,-0.07613220629788219
Ardabil,2009,7,0,0,NA,NA,MM,0.1122454118,0.6388187502,-0.5265733385,-0.01947658138,0.14179798057686688,-0.07466703602491895
Ardabil,2009,8,0,0,NA,NA,MM,0.1120792288,0.6950437582,-0.5829645294,-0.01398924981,0.14179798057686688,-0.08266319301686353
Ardabil,2009,9,1,1,NA,NA,MM,0.1124800932,0.630159881,-0.5176797878,-0.002086467876,0.14179798057686688,-0.07340594849550097
Ardabil,2009,10,0,0,NA,NA,MM,0.1120112153,0.6155804457,-0.5035692303,-0.002503930989,0.14179798057686688,-0.0714050999371872
Ardabil,2009,11,0,0,NA,NA,MM,0.1117985901,0.6863269969,-0.5745284067,-0.01285631905,0.14179798057686688,-0.08146696785410489
Ardabil,2009,12,1,1,NA,NA,MM,0.1110340132,0.6948218779,-0.5837878646,-0.01029533836,0.14179798057686688,-0.08277994028556139
Ardabil,2010,1,0,0,NA,NA,MM,0.110858022,0.713642105,-0.602784083,-0.005409465947,0.14179798057686688,-0.0854735656932785
Ardabil,2010,2,1,1,NA,NA,MM,0.1111938195,0.6993230564,-0.588129237,0.001610664469,0.14179798057686688,-0.08339553812481353
Ardabil,2010,3,0,0,NA,NA,MM,0.1112128518,0.7044481028,-0.593235251,-0.006310449924,0.14179798057686688,-0.08411956059881075
Ardabil,2010,4,0,0,NA,NA,MM,0.110158458,0.7669401306,-0.6567816727,-0.03251186895,0.14179798057686688,-0.09313031486875674
Ardabil,2010,5,0,0,NA,NA,MM,0.1075787006,0.7837651878,-0.6761864872,-0.04730565766,0.14179798057686688,-0.09588187837832544
Ardabil,2010,6,0,0,NA,NA,MM,0.1059518547,0.6545567597,-0.548604905,-0.03543376079,0.14179798057686688,-0.0777910676635639
Ardabil,2010,7,0,0,NA,NA,MM,0.1062551295,0.6585103924,-0.5522552629,-0.01598329598,0.14179798057686688,-0.07830868104216672
Ardabil,2010,8,0,0,NA,NA,MM,0.1058592384,0.7173391785,-0.6114799402,0.004487010127,0.14179798057686688,-0.08670662068362331
Ardabil,2010,9,0,0,NA,NA,MM,0.1064272617,0.6567597409,-0.5503324792,-0.006664805052,0.14179798057686688,-0.07803603419642059
Ardabil,2010,10,0,0,NA,NA,MM,0.1055469598,0.7184841386,-0.6129371788,0.002972251136,0.14179798057686688,-0.08691325417432198
Ardabil,2010,11,0,0,NA,NA,MM,0.1061738786,0.7184683862,-0.6122945076,-0.003042603921,0.14179798057686688,-0.08682212469598707
Ardabil,2010,12,0,0,NA,NA,MM,0.1061034457,0.7896863388,-0.683582893,3.022765988,0.14179798057686688,-0.09693067378429246
Ardabil,2011,1,0,0,NA,NA,MM,0.4245907199,0.8102960191,-0.3857052992,2.996888236,0.14179798057686688,-0.05469223252435623
Ardabil,2011,2,0,0,NA,NA,MM,0.4243651264,0.821434902,-0.3970697756,2.990369562,0.14179798057686688,-0.05630369232818969
Ardabil,2011,3,1,1,NA,NA,MM,0.4233919602,0.9218320283,-0.4984400681,-0.01197263983,0.14179798057686688,-0.07067779509517601
Ardabil,2011,4,0,0,NA,NA,MM,0.4195072482,0.9892557207,-0.5697484725,-0.02463693454,0.14179798057686688,-0.08078918283725457
Ardabil,2011,5,0,0,NA,NA,MM,0.4139100706,1.030699945,-0.6167898746,-0.07160943729,0.14179798057686688,-0.08745955865853895
Ardabil,2011,6,0,0,NA,NA,MM,0.3930731002,0.9379838534,-0.5449107532,-0.0187667269,0.14179798057686688,-0.07726724439837951
Ardabil,2011,7,0,0,NA,NA,MM,0.4116344702,0.9268674717,-0.5152330015,-0.01033651813,0.14179798057686688,-0.07305899913925781
Ardabil,2011,8,0,0,NA,NA,MM,0.4096316816,0.9722702159,-0.5626385343,0.02783512007,0.14179798057686688,-0.07978100795846825
Ardabil,2011,9,0,0,NA,NA,MM,0.4040143371,0.925004675,-0.5209903379,-0.01622972103,0.14179798057686688,-0.07387537781427952
Ardabil,2011,10,0,0,NA,NA,MM,0.4049537576,0.8417456496,-0.436791892,-0.03100988265,0.14179798057686688,-0.061936208217948936
Ardabil,2011,11,0,0,NA,NA,MM,0.3969290512,0.8675058572,-0.4705768059,-0.03285794927,0.14179798057686688,-0.06672684078293226
Ardabil,2011,12,0,0,NA,NA,MM,0.3907392545,0.8484710058,-0.4577317513,-0.05786364741,0.14179798057686688,-0.06490543798025265
Ardabil,2012,1,0,0,NA,NA,MM,0.3815216561,0.889184092,-0.5076624359,-0.1187298284,0.14179798057686688,-0.07198550822535313
Ardabil,2012,2,0,0,NA,NA,MM,0.3498017331,0.9227836381,-0.5729819051,-0.1064424026,0.14179798057686688,-0.08124767705026599
Ardabil,2012,3,0,0,NA,NA,MM,0.3491480295,0.9919212254,-0.6427731959,-0.08655298757,0.14179798057686688,-0.09114394114755886
Ardabil,2012,4,0,0,NA,NA,MM,0.348499817,1.054883642,-0.7063838251,-0.004838382949,0.14179798057686688,-0.10016379991134272
Ardabil,2012,5,0,0,NA,NA,MM,0.3481092583,0.9574404877,-0.6093312293,-0.005207113518,0.14179798057686688,-0.08640193781715982
Ardabil,2012,6,0,0,NA,NA,MM,0.347329976,0.8376631719,-0.4903331958,-0.004526963472,0.14179798057686688,-0.06952825697424146
Ardabil,2012,7,0,0,NA,NA,MM,0.346922171,0.8278083379,-0.4808861669,-0.004488015379,0.14179798057686688,-0.06818868735377016
Ardabil,2012,8,0,0,NA,NA,MM,0.3465469386,0.8918385355,-0.5452915968,-0.004041302802,0.14179798057686688,-0.07732124725177511
Ardabil,2012,9,0,0,NA,NA,MM,0.3459263104,0.9890129271,-0.6430866166,-0.004575473186,0.14179798057686688,-0.09118838356988984
Ardabil,2012,10,0,0,NA,NA,MM,0.345334838,1.031671746,-0.6863369085,-0.004725552999,0.14179798057686688,-0.09732118762066985
Ardabil,2012,11,0,0,NA,NA,MM,0.3449093127,0.8464856025,-0.5015762898,-0.004674066419,0.14179798057686688,-0.07112250499887736
Ardabil,2012,12,0,0,NA,NA,MM,0.3443094279,0.869998937,-0.5256895091,-0.005300527652,0.14179798057686688,-0.07454171080082449
Ardabil,2013,1,0,0,NA,NA,MM,0.3435043811,0.8807145152,-0.5372101341,-0.005824061936,0.14179798057686688,-0.07617531216080785
Ardabil,2013,2,0,0,NA,NA,MM,0.3429005395,0.9606912818,-0.6177907423,-0.00477640796,0.14179798057686688,-0.08760147967722356
Ardabil,2013,3,0,0,NA,NA,MM,0.3426648656,0.9731399885,-0.6304751229,-0.002619641716,0.14179798057686688,-0.08940009923117195
Ardabil,2013,4,0,0,NA,NA,MM,0.3426045227,0.904467781,-0.5618632583,-0.001836275056,0.14179798057686688,-0.07967107538727854
Ardabil,2013,5,0,0,NA,NA,MM,0.3422708798,0.8249787129,-0.4827078331,-0.00263895718,0.14179798057686688,-0.0684469959422153
Ardabil,2013,6,0,0,NA,NA,MM,0.3417605877,0.8490792582,-0.5073186706,-0.4762932881,0.14179798057686688,-0.07193676300002073
Ardabil,2013,7,0,0,NA,NA,MM,0.1794242881,0.8369770525,-0.6575527644,-0.5080788191,0.14179798057686688,-0.09323965411465632
Ardabil,2013,8,0,0,NA,NA,MM,0.1683702954,0.9174472104,-0.749076915,-0.5077635879,0.14179798057686688,-0.10621759384374936
Ardabil,2013,9,0,0,NA,NA,MM,0.1682270055,0.910787808,-0.7425608025,-0.06684720092,0.14179798057686688,-0.10529362225003769
Ardabil,2013,10,0,0,NA,NA,MM,0.1674302766,0.8285073707,-0.6610770941,-0.007119218056,0.14179798057686688,-0.0937393969490034
Ardabil,2013,11,0,0,NA,NA,MM,0.1671716305,0.8149143957,-0.6477427652,-0.004966711057,0.14179798057686688,-0.09184861603863563
Ardabil,2013,12,0,0,NA,NA,MM,0.1673914705,0.839426747,-0.6720352764,-0.002842437788,0.14179798057686688,-0.09529324506993657
Ardabil,2014,1,0,0,NA,NA,MM,0.1669543665,0.8438601771,-0.6769058107,-0.004894803685,0.14179798057686688,-0.09598387699800692
Ardabil,2014,2,0,0,NA,NA,MM,0.1663533582,0.8225199489,-0.6561665907,-0.01573572086,0.14179798057686688,-0.09304309748326757
Ardabil,2014,3,0,0,NA,NA,MM,0.1647574451,0.8817406831,-0.716983238,-0.03101220798,0.14179798057686688,-0.10166677525586312
Ardabil,2014,4,0,0,NA,NA,MM,0.1617767429,0.8260298791,-0.6642531362,0.6959891985,0.14179798057686688,-0.09418975330501052
Ardabil,2014,5,0,0,NA,NA,MM,0.2821334987,0.8737312482,-0.5915977495,0.7050371062,0.14179798057686688,-0.08388736619291916
Ardabil,2014,6,0,0,NA,NA,MM,0.2809175574,0.8681170186,-0.5871994612,0.688830115,0.14179798057686688,-0.08326369779398429
Ardabil,2014,7,0,0,NA,NA,MM,0.2732134354,0.8832376737,-0.6100242383,-0.03978996462,0.14179798057686688,-0.08650020509388141
Ardabil,2014,8,0,0,NA,NA,MM,0.2709074168,0.8243235466,-0.5534161298,-0.04175154531,0.14179798057686688,-0.07847328962430523
Ardabil,2014,9,0,0,NA,NA,MM,0.2691888153,0.8301026219,-0.5609138067,-0.01835126338,0.14179798057686688,-0.07953644506774306
Ardabil,2014,10,0,0,NA,NA,MM,0.2681996237,0.8036683696,-0.5354687459,-0.01402722462,0.14179798057686688,-0.07592838683064747
Ardabil,2014,11,0,0,NA,NA,MM,0.2671073376,0.6986828758,-0.4315755383,-0.01520094124,0.14179798057686688,-0.06119653979731427
Ardabil,2014,12,0,0,NA,NA,MM,0.2650968919,0.6407538214,-0.3756569295,-0.02817408262,0.14179798057686688,-0.05326739399280645
Ardabil,2015,1,0,0,NA,NA,MM,0.2606433453,0.5017036703,-0.241060325,-0.0338363461,0.14179798057686688,-0.03418186728220322
Ardabil,2015,2,0,0,NA,NA,MM,0.2580694012,0.5139559183,-0.255886517,-0.04030038558,0.14179798057686688,-0.036284191367448114
Ardabil,2015,3,0,0,NA,NA,MM,0.254413385,0.5672953166,-0.3128819317,-0.0372242471,0.14179798057686688,-0.044366026074049186
Ardabil,2015,4,0,0,NA,NA,MM,0.250941093,0.5458065912,-0.2948654982,-0.03913908051,0.14179798057686688,-0.04181133218655178
Ardabil,2015,5,0,0,NA,NA,MM,0.2479688022,0.6203959798,-0.3724271776,0.3639765264,0.14179798057686688,-0.05280942169562215
Ardabil,2015,6,0,0,NA,NA,MM,0.3470138851,0.6304392409,-0.2834253558,0.3490254657,0.14179798057686688,-0.04018914309671998
Ardabil,2015,7,0,0,NA,NA,MM,0.3385259249,0.5888493922,-0.2503234673,0.3250483831,0.14179798057686688,-0.03549536215413937
Ardabil,2015,8,0,0,NA,NA,MM,0.3285706604,0.5257183177,-0.1971476574,-0.05101545096,0.14179798057686688,-0.027955139694780008
Ardabil,2015,9,0,0,NA,NA,MM,0.3293108152,0.4847187333,-0.1554079181,-0.02818287743,0.14179798057686688,-0.022036528952235117
Ardabil,2015,10,0,0,NA,NA,MM,0.3289852902,0.4676461173,-0.1386608271,6.722208918e-5,0.14179798057686688,-0.019661825267898097
Ardabil,2015,11,0,0,NA,NA,MM,0.3285927476,0.4618266429,-0.1332338954,-0.001106152817,0.14179798057686688,-0.018892297312109514
Ardabil,2015,12,0,0,NA,NA,MM,0.3289465472,0.4357248007,-0.1067782535,3.408344975e-4,0.14179798057686688,-0.015140940715824768
Ardabil,2016,1,0,0,2,1,MM+ACLED,0.3290974198,0.3950855297,-0.06598810999,0.002869349783,0.14179798057686688,-0.009356980738666176
Ardabil,2016,2,0,0,1,0,MM+ACLED,0.3295355951,0.3789903386,-0.04945474345,-0.001339885753,0.14179798057686688,-0.007012582751157034
Ardabil,2016,3,0,0,1,0,MM+ACLED,0.3285057964,0.4154156402,-0.08690984381,-0.005606882239,0.14179798057686688,-0.012323640344508913
Ardabil,2016,4,0,0,2,0,MM+ACLED,0.3272522093,0.4785446221,-0.1512924128,-0.009271279904,0.14179798057686688,-0.021452958611641725
Ardabil,2016,5,0,0,2,0,MM+ACLED,0.3264803784,0.5082591535,-0.1817787752,-0.008916752004,0.14179798057686688,-0.02577586323509625
Ardabil,2016,6,0,0,1,0,MM+ACLED,0.3255765917,0.4912125911,-0.1656359995,-0.0347819535,0.14179798057686688,-0.02348685023993093
Ardabil,2016,7,0,0,1,0,MM+ACLED,0.3158697382,0.4518199483,-0.1359502101,-0.03428590505,0.14179798057686688,-0.01927746525118077
Ardabil,2016,8,0,0,0,0,MM+ACLED,0.3152867031,0.4574937093,-0.1422070062,-0.03413878058,0.14179798057686688,-0.02016466630304199
Ardabil,2016,9,0,0,0,0,MM+ACLED,0.3144618038,0.4716148173,-0.1571530134,-0.03782211644,0.14179798057686688,-0.022283979941689302
Ardabil,2016,10,0,0,1,1,MM+ACLED,0.3039228761,0.4922703593,-0.1883474832,-0.03717795299,0.14179798057686688,-0.02670729276449536
Ardabil,2016,11,0,0,2,0,MM+ACLED,0.3035649889,0.4761676925,-0.1726027037,-0.03708317363,0.14179798057686688,-0.02447471482676731
Ardabil,2016,12,0,0,0,0,MM+ACLED,0.3028005622,0.5193558029,-0.2165552407,-0.007704685204,0.14179798057686688,-0.030707095814597334
Ardabil,2017,1,0,0,2,0,MM+ACLED,0.301581246,0.5136661015,-0.2120848555,-0.00811455456,0.14179798057686688,-0.03007320422083662
Ardabil,2017,2,0,0,6,0,MM+ACLED,0.3011016942,0.4941162588,-0.1930145645,-0.005145720237,0.14179798057686688,-0.027369075468023422
Ardabil,2017,3,0,0,4,0,MM+ACLED,0.3012424352,0.48022668,-0.1789842448,-0.002354694852,0.14179798057686688,-0.025379604467715585
Ardabil,2017,4,0,0,0,0,MM+ACLED,0.3008711142,0.5101487892,-0.2092776749,8.196586941e-6,0.14179798057686688,-0.02967515168064206
Ardabil,2017,5,0,0,4,0,MM+ACLED,0.3011041622,0.4923239743,-0.1912198121,-0.001109914279,0.14179798057686688,-0.027114583202067933
Ardabil,2017,6,0,0,7,0,MM+ACLED,0.3009080819,0.4676404205,-0.1667323386,-2.047141576e-4,0.14179798057686688,-0.023642308910338392
Ardabil,2017,7,0,0,5,0,MM+ACLED,0.3008095217,0.4974823171,-0.1966727955,-0.0369115998,0.14179798057686688,-0.02788780523630711
Ardabil,2017,8,0,0,1,0,MM+ACLED,0.2899899259,0.5277535727,-0.2377636469,-0.04118013191,0.14179798057686688,-0.033714404985011236
Ardabil,2017,9,0,0,0,0,MM+ACLED,0.2885166474,0.570554057,-0.2820374096,-0.105501526,0.14179798057686688,-0.03999233512841065
Ardabil,2017,10,0,0,5,0,MM+ACLED,0.2690736581,0.5315207617,-0.2624471036,-0.07459655026,0.14179798057686688,-0.03721446929872777
Ardabil,2017,11,0,0,6,0,MM+ACLED,0.2683576778,0.5592262044,-0.2908685266,-0.07182663788,0.14179798057686688,-0.041244569685248686
Ardabil,2017,12,2,1,1,0,MM+ACLED,0.2677934666,0.5396045933,-0.2718111267,-0.04436677568,0.14179798057686688,-0.0385422688643829
Ardabil,2018,1,1,1,3,0,MM+ACLED,0.2571357275,0.5730482111,-0.3159124836,-0.04438991632,0.14179798057686688,-0.04479575221350258
Ardabil,2018,2,0,0,1,0,MM+ACLED,0.256445303,0.5509326901,-0.2944873871,-0.07802144085,0.14179798057686688,-0.04175771679613808
Ardabil,2018,3,1,1,0,0,MM+ACLED,0.2468998345,0.5550918442,-0.3081920097,-0.1159706986,0.14179798057686688,-0.043701004605386166
Ardabil,2018,4,0,0,3,0,MM+ACLED,0.2273155175,0.5939381119,-0.3666225943,-0.1155875963,0.14179798057686688,-0.05198634350559195
Ardabil,2018,5,0,0,3,0,MM+ACLED,0.2268034068,0.6260562996,-0.3992528928,-0.1204628599,0.14179798057686688,-0.05661325393851231
Ardabil,2018,6,1,1,3,0,MM+ACLED,0.2171575744,0.6007972177,-0.3836396433,-0.04543188278,0.14179798057686688,-0.05439932668916954
Ardabil,2018,7,0,0,0,0,MM+ACLED,0.2169881456,0.6112956487,-0.3943075032,-0.003460977577,0.14179798057686688,-0.055912007680066475
Ardabil,2018,8,1,1,0,0,MM+ACLED,0.2260184453,0.6109514448,-0.3849329995,0.0386618636,0.14179798057686688,-0.05458272198649611
Ardabil,2018,9,0,0,0,0,MM+ACLED,0.2255532909,0.613666841,-0.3881135502,0.0370466184,0.14179798057686688,-0.05503371765287845
Ardabil,2018,10,0,0,1,1,MM+ACLED,0.2250268226,0.5961328144,-0.3711059918,-0.00368575659,0.14179798057686688,-0.05262208021721532
Ardabil,2018,11,0,0,1,0,MM+ACLED,0.2251853963,0.4966522914,-0.2714668951,-0.002314384394,0.14179798057686688,-0.03849345751865216
Ardabil,2018,12,1,1,3,0,MM+ACLED,0.2250312739,0.4527131803,-0.2276819064,8.354417349e-4,0.14179798057686688,-0.03228483454141122
Ardabil,2019,1,0,0,3,0,MM+ACLED,0.2252148194,0.4471322399,-0.2219174206,-0.002862004034,0.14179798057686688,-0.0314674420959072
Ardabil,2019,2,0,0,3,0,MM+ACLED,0.2245409148,0.4811414473,-0.2566005324,-0.005938405754,0.14179798057686688,-0.0363854373092689
Ardabil,2019,3,0,0,3,0,MM+ACLED,0.2236949468,0.5394141139,-0.3157191671,-0.0104688657,0.14179798057686688,-0.04476834032419039
Ardabil,2019,4,0,0,0,0,MM+ACLED,0.2228570757,0.5938194096,-0.3709623339,-0.007743952118,0.14179798057686688,-0.052601709817101404
Ardabil,2019,5,0,0,6,0,MM+ACLED,0.2228020807,0.5627690161,-0.3399669354,-0.003667524773,0.14179798057686688,-0.04820662490262616
Ardabil,2019,6,0,0,1,0,MM+ACLED,0.2228745401,0.5197707102,-0.2968961701,-0.002224376666,0.14179798057686688,-0.04209927736118597
Ardabil,2019,7,0,0,0,0,MM+ACLED,0.2223613576,0.5552914352,-0.3329300776,-0.002890218563,0.14179798057686688,-0.04720881267697958
Ardabil,2019,8,0,0,1,0,MM+ACLED,0.222158134,0.5068502122,-0.2846920782,-0.004745934563,0.14179798057686688,-0.04036876177499146
Ardabil,2019,9,0,0,3,0,MM+ACLED,0.2218167921,0.5138853357,-0.2920685436,0.4921078727,0.14179798057686688,-0.041414729672506596
Ardabil,2019,10,0,0,0,0,MM+ACLED,0.3317871323,0.5129235242,-0.181136392,0.4892798561,0.14179798057686688,-0.025684774594579747
Ardabil,2019,11,4,1,3,0,MM+ACLED,0.3308556338,0.5105122341,-0.1796566002,0.4872404593,0.14179798057686688,-0.025474943105665535
Ardabil,2019,12,0,0,0,0,MM+ACLED,0.3298949078,0.5063666517,-0.1764717439,-0.007610167987,0.14179798057686688,-0.025023336913898027
Ardabil,2020,1,0,0,0,0,MM+ACLED,0.3292621765,0.4921051096,-0.1628429332,-0.005288331726,0.14179798057686688,-0.023090799078973632
Ardabil,2020,2,0,0,0,0,MM+ACLED,0.3291059595,0.4730324539,-0.1439264944,0.002146654474,0.14179798057686688,-0.02040848625742774
Ardabil,2020,3,0,0,0,0,MM+ACLED,0.3306030782,0.3080145367,0.02258854145,0.01208833271,0.14179798057686688,0.0032030095617868524
Ardabil,2020,4,0,0,0,0,MM+ACLED,0.3332424072,0.2375935701,0.09564883712,0.0134791753,0.14179798057686688,0.013562811948141663
Ardabil,2020,5,0,0,1,1,MM+ACLED,0.3335420364,0.3070809369,0.02646109947,0.004022688899,0.14179798057686688,0.003752130468689602
Ardabil,2020,6,0,0,0,0,MM+ACLED,0.3319329915,0.3652821964,-0.03334920486,-0.008979996284,0.14179798057686688,-0.004728849902992235
Ardabil,2020,7,0,0,1,0,MM+ACLED,0.3302498916,0.3874243738,-0.05717448219,-0.01355103426,0.14179798057686688,-0.00810722611507004
Ardabil,2020,8,0,0,2,0,MM+ACLED,0.3290221969,0.3927451954,-0.0637229985,-0.01136551576,0.14179798057686688,-0.009035792503602718
Ardabil,2020,9,0,0,3,0,MM+ACLED,0.3281604019,0.3866589793,-0.05849857743,-0.007556113845,0.14179798057686688,-0.008294980146193483
