province,year,persian_year,fuel_dependency_hbsir
Golestan,2018,1397,0.20818854048010565
Golestan,2019,1398,0.21633900603896566
Golestan,2020,1399,0.23868239388393134
Golestan,2021,1400,0.21460831513226852
Golestan,2022,1401,0.18917882911695455
Hamadan,2005,1384,0.1332787579402698
Hamadan,2006,1385,0.10690761933932728
Hamadan,2007,1386,0.10294984818378732
Hamadan,2008,1387,0.10940198176481498
Hamadan,2009,1388,0.12146510754135352
Hamadan,2010,1389,0.13476166787378283
Hamadan,2011,1390,0.1872532512322719
Hamadan,2012,1391,0.18308915138966142
Hamadan,2013,1392,0.20189002691943853
Hamadan,2014,1393,0.19584480524977874
Hamadan,2015,1394,0.2714309850348957
Hamadan,2016,1395,0.25325066654683986
Hamadan,2017,1396,0.24765964675254246
Hamadan,2018,1397,0.27512535749878186
Hamadan,2019,1398,0.21578753782653753
Hamadan,2020,1399,0.25108109949644286
Hamadan,2021,1400,0.2525760049561823
Hamadan,2022,1401,0.24383357544343817
Hormozgan,2005,1384,0.13443915218190292
Hormozgan,2006,1385,0.14443327369896114
Hormozgan,2007,1386,0.17529008228524015
Hormozgan,2008,1387,0.2435382544990854
Hormozgan,2009,1388,0.20402030986772188
Hormozgan,2010,1389,0.23651208789751377
Hormozgan,2011,1390,0.3212190671558882
Hormozgan,2012,1391,0.38638656887199496
Hormozgan,2013,1392,0.4208523053705202
Hormozgan,2014,1393,0.40270069090867966
Hormozgan,2015,1394,0.44232936876944423
Hormozgan,2016,1395,0.4031983186219983
Hormozgan,2017,1396,0.3850323423552938
Hormozgan,2018,1397,0.3569232122172193
Hormozgan,2019,1398,0.364547695434129
Hormozgan,2020,1399,0.44126334230542147
Hormozgan,2021,1400,0.44705717414136537
Hormozgan,2022,1401,0.40822247761307057
Ilam,2005,1384,0.07915852056581443
Ilam,2006,1385,0.08015268283896111
Ilam,2007,1386,0.09083637581400238
Ilam,2008,1387,0.09954103671225474
Ilam,2009,1388,0.09929257031899662
Ilam,2010,1389,0.1911649494308896
Ilam,2011,1390,0.1750180797520704
Ilam,2012,1391,0.17285965006971
Ilam,2013,1392,0.13403653586715333
Ilam,2014,1393,0.1894869729509129
Ilam,2015,1394,0.20096204662283002
Ilam,2016,1395,0.21640911701490162
Ilam,2017,1396,0.22694428732065428
Ilam,2018,1397,0.2178109965179353
Ilam,2019,1398,0.21203934809709274
Ilam,2020,1399,0.25727703134692503
Ilam,2021,1400,0.2773925903751022
Ilam,2022,1401,0.2278190157735895
Isfahan,2005,1384,0.2350683780881424
Isfahan,2006,1385,0.23081616312145214
Isfahan,2007,1386,0.21887805200208604
Isfahan,2008,1387,0.21650081142872965
Isfahan,2009,1388,0.19625004290872597
Isfahan,2010,1389,0.22225498787859926
Isfahan,2011,1390,0.32481056741122794
Isfahan,2012,1391,0.2741466527870848
Isfahan,2013,1392,0.2640482894950072
Isfahan,2014,1393,0.3048245087613957
Isfahan,2015,1394,0.32106547663461704
Isfahan,2016,1395,0.3339777803306388
Isfahan,2017,1396,0.3497154123848886
Isfahan,2018,1397,0.33002518506775563
Isfahan,2019,1398,0.31764212966271954
